00066.55,130753.57,-0010.32,-20279.94
00066.42,-0005.79,-0010.31,00000.63
00066.27,-0006.97,-0010.33,-0001.22
00066.10,-0007.53,-0010.40,-0002.84
00065.94,-0007.17,-0010.45,-0002.60
00065.80,-0006.45,-0010.48,-0000.99
00065.66,-0006.59,-0010.49,-0000.65
00065.49,-0007.36,-0010.52,-0001.52
00065.33,-0007.31,-0010.56,-0001.43
00065.18,-0007.03,-0010.57,-0000.86
00065.03,-0006.55,-0010.62,-0002.07
00064.90,-0006.12,-0010.65,-0001.23
00064.75,-0006.79,-0010.64,00000.15
00064.60,-0006.78,-0010.65,-0000.18
00064.46,-0006.53,-0010.67,-0000.93
00064.33,-0005.56,-0010.67,-0000.14
00064.22,-0004.93,-0010.62,00002.58
00064.10,-0005.45,-0010.58,00001.64
00063.99,-0005.05,-0010.59,-0000.68
00063.90,-0004.30,-0010.61,-0000.78
00063.80,-0004.34,-0010.58,00001.24
00063.73,-0003.58,-0010.60,-0000.48
00063.61,-0005.01,-0010.69,-0004.30
00063.48,-0006.13,-0010.77,-0003.48
00063.35,-0005.94,-0010.84,-0003.08
00063.23,-0005.40,-0010.90,-0002.88
00063.15,-0003.52,-0010.92,-0000.83
00063.06,-0004.06,-0010.92,-0000.18
00062.97,-0003.97,-0010.91,00000.60
00062.94,-0001.61,-0010.92,-0000.43
00062.89,-0002.26,-0010.83,00003.92
00062.86,-0001.18,-0010.77,00002.58
00062.85,-0000.50,-0010.76,00000.60
00062.85,-0000.02,-0010.70,00002.81
00062.83,-0000.97,-0010.64,00002.65
00062.79,-0001.97,-0010.65,-0000.46
00062.72,-0002.80,-0010.67,-0000.80
00062.68,-0002.15,-0010.58,00003.80
00062.60,-0003.60,-0010.57,00000.71
00062.46,-0006.08,-0010.69,-0005.32
00062.32,-0006.44,-0010.75,-0002.84
00062.21,-0005.03,-0010.80,-0002.27
00062.12,-0003.87,-0010.84,-0001.95
00062.07,-0002.26,-0010.81,00001.37
00062.12,00002.20,-0010.62,00008.76
00062.19,00003.37,-0010.33,00013.46
00062.21,00000.67,-0010.02,00013.87
00062.22,00000.84,-0009.82,00008.88
00062.30,00003.25,-0009.81,00000.74
00062.29,-0000.18,-0009.88,-0003.37
00062.18,-0004.82,-0010.07,-0008.47
00062.16,-0000.93,-0010.36,-0013.23
00062.16,-0000.43,-0010.63,-0012.31
00062.25,00004.21,-0010.78,-0006.68
00062.39,00006.34,-0010.84,-0002.71
00062.48,00004.35,-0010.83,00000.25
00062.55,00003.16,-0010.81,00001.10
00062.64,00004.15,-0010.75,00002.47
00062.72,00003.55,-0010.78,-0001.18
00062.75,00001.22,-0010.88,-0004.47
00062.74,-0000.34,-0011.05,-0008.18
00062.75,00000.26,-0011.29,-0010.40
00062.84,00004.38,-0011.53,-0011.32
00062.91,00003.05,-0011.61,-0003.62
00062.93,00001.09,-0011.66,-0002.22
00063.00,00003.06,-0011.81,-0006.77
00063.02,00000.76,-0011.91,-0004.28
00063.01,-0000.50,-0012.01,-0004.39
00063.00,-0000.54,-0012.20,-0008.77
00062.98,-0000.68,-0012.37,-0007.80
00062.97,-0000.40,-0012.50,-0006.04
00062.96,-0000.45,-0012.73,-0010.25
00062.87,-0004.24,-0013.03,-0013.80
00062.71,-0007.08,-0013.29,-0011.75
00062.56,-0006.78,-0013.53,-0010.91
00062.45,-0005.12,-0013.75,-0009.64
00062.39,-0002.72,-0013.91,-0007.35
00062.33,-0002.74,-0014.05,-0006.66
00062.27,-0002.67,-0014.20,-0006.86
00062.20,-0003.10,-0014.34,-0005.97
00062.08,-0005.60,-0014.57,-0010.65
00061.80,-0012.65,-0014.94,-0016.85
00061.62,-0008.17,-0015.31,-0016.74
00061.49,-0006.00,-0015.54,-0010.57
00061.30,-0008.27,-0015.70,-0007.32
00060.98,-0014.44,-0015.79,-0003.79
00060.68,-0013.64,-0015.95,-0007.22
00060.38,-0013.57,-0016.17,-0010.28
00060.24,-0006.67,-0016.31,-0006.34
00060.03,-0009.50,-0016.37,-0002.50
00059.71,-0014.70,-0016.37,-0000.01
00059.29,-0018.55,-0016.62,-0011.25
00058.93,-0016.90,-0016.96,-0015.98
00058.86,-0002.86,-0017.21,-0011.49
00058.82,-0001.90,-0017.40,-0008.38
00058.79,-0001.55,-0017.43,-0001.48
00058.76,-0001.20,-0017.35,00003.89
00058.74,-0000.81,-0017.36,-0000.47
00058.70,-0002.23,-0017.51,-0006.76
00058.61,-0003.84,-0017.69,-0007.92
00058.53,-0003.80,-0017.86,-0008.16
00058.45,-0003.28,-0018.01,-0006.74
00058.44,-0000.54,-0018.16,-0006.98
00058.48,00001.56,-0018.28,-0005.10
