-0096.83,-191751.13,00005.80,11489.34
-0096.31,00022.68,00006.51,00030.37
-0095.71,00026.91,00006.81,00013.98
-0095.04,00031.04,00006.80,-0000.82
-0094.26,00035.21,00006.64,-0006.99
-0093.40,00039.18,00006.55,-0004.09
-0092.44,00043.25,00006.68,00005.76
-0091.39,00048.24,00007.07,00017.69
-0090.28,00050.98,00006.54,-0024.28
-0089.12,00052.40,00006.03,-0022.76
-0087.97,00052.81,00005.71,-0014.77
-0086.81,00051.91,00005.47,-0011.01
-0085.69,00051.33,00005.21,-0011.64
-0084.57,00049.88,00004.97,-0010.80
-0083.52,00047.88,00004.73,-0011.18
-0082.49,00047.04,00004.39,-0015.12
-0081.50,00044.07,00003.95,-0019.84
-0080.61,00041.03,00003.61,-0015.68
-0079.79,00038.02,00003.38,-0010.61
-0078.96,00037.37,00003.15,-0010.50
-0078.19,00034.59,00002.95,-0008.80
-0077.52,00030.39,00002.82,-0005.71
-0076.96,00025.41,00002.75,-0003.34
-0076.47,00022.11,00002.73,-0001.09
-0076.07,00018.66,00002.74,00000.39
-0075.74,00014.61,00002.73,-0000.20
-0075.48,00011.90,00002.78,00002.37
-0075.26,00010.26,00002.88,00004.34
-0075.08,00007.96,00002.94,00002.62
-0074.94,00006.17,00003.05,00005.09
-0074.81,00005.81,00003.17,00005.29
-0074.72,00004.25,00003.23,00003.04
-0074.64,00003.46,00003.40,00007.69
-0074.62,00000.95,00003.54,00006.44
-0074.50,00005.31,00003.68,00006.28
-0074.40,00004.91,00003.94,00011.53
-0074.29,00004.67,00004.11,00007.89
-0074.21,00003.83,00004.30,00008.70
-0074.13,00003.80,00004.35,00002.22
-0073.98,00006.38,00004.50,00006.64
-0073.83,00006.98,00004.64,00006.30
-0073.74,00004.23,00004.69,00002.32
-0073.55,00008.81,00004.81,00005.61
-0073.30,00011.00,00004.88,00003.22
-0072.98,00013.82,00005.00,00005.02
-0072.65,00015.29,00005.18,00008.54
-0072.32,00015.28,00005.39,00009.47
-0071.99,00014.99,00005.61,00010.27
-0071.68,00013.86,00005.84,00009.75
-0071.32,00016.41,00006.13,00013.33
-0070.99,00014.64,00006.33,00009.19
-0070.70,00013.64,00006.50,00007.91
-0070.35,00015.82,00006.80,00013.26
-0070.01,00015.21,00006.97,00007.81
-0069.66,00015.87,00007.19,00009.93
-0069.25,00018.37,00007.46,00012.33
-0068.89,00016.00,00007.69,00010.40
-0068.57,00014.33,00007.95,00011.61
-0068.24,00015.36,00008.23,00012.67
-0067.82,00019.19,00008.48,00011.22
-0067.39,00019.45,00008.71,00010.71
-0066.95,00019.93,00008.96,00011.25
-0066.47,00021.67,00009.18,00009.99
-0066.04,00019.32,00009.46,00012.52
-0065.68,00016.66,00009.75,00013.17
-0065.26,00018.86,00010.01,00011.85
-0064.78,00022.11,00010.12,00005.27
-0064.35,00019.03,00010.29,00007.58
-0063.93,00019.58,00010.51,00010.03
-0063.23,00031.36,00010.67,00007.32
-0062.81,00019.46,00010.95,00012.80
-0062.36,00020.22,00011.31,00016.27
-0061.70,00029.52,00011.60,00012.65
-0061.42,00012.82,00012.01,00019.02
-0061.13,00013.74,00012.45,00020.42
-0060.89,00010.64,00012.87,00018.75
-0060.65,00010.58,00013.39,00023.50
-0060.44,00009.77,00013.82,00019.24
-0060.22,00009.33,00014.27,00019.43
-0060.26,-0001.74,00014.67,00018.08
-0060.40,-0006.31,00015.08,00018.72
-0060.59,-0008.91,00015.51,00019.98
-0060.84,-0011.06,00015.95,00019.64
-0061.08,-0011.19,00016.37,00019.14
-0061.36,-0012.36,00016.77,00017.75
-0061.61,-0011.13,00017.13,00016.14
-0061.86,-0011.77,00017.48,00016.43
-0062.06,-0009.26,00017.72,00010.72
-0062.26,-0009.15,00017.96,00011.34
-0062.56,-0013.55,00018.13,00007.99
-0062.86,-0013.63,00018.38,00011.01
-0063.03,-0007.96,00018.70,00015.08
-0063.21,-0008.24,00018.99,00013.04
-0063.45,-0010.98,00019.16,00007.88
-0063.69,-0011.25,00019.27,00005.24
-0063.82,-0005.97,00019.56,00013.23
-0063.94,-0005.40,00019.84,00012.77
-0064.10,-0007.57,00020.05,00010.10
-0064.27,-0007.68,00020.28,00010.48
-0064.51,-0011.04,00020.48,00008.92
-0064.87,-0016.63,00020.79,00014.62
-0065.06,-0008.37,00021.37,00026.79
-0065.49,-0020.17,00021.58,00009.61
-0066.06,-0026.23,00021.80,00009.94
-0066.82,-0034.70,00022.23,00019.78
-0067.42,-0027.68,00022.32,00003.90
-0068.27,-0038.21,00022.68,00016.43
-0069.24,-0044.89,00022.58,-0004.89
-0070.08,-0038.66,00022.48,-0004.37
-0070.70,-0028.21,00022.25,-0010.50
-0071.43,-0033.71,00021.76,-0022.72
-0072.06,-0028.94,00021.73,-0001.15
-0072.72,-0030.64,00021.73,-0000.12
-0073.43,-0032.00,00021.40,-0015.21
-0073.93,-0023.16,00021.03,-0016.70
-0074.60,-0031.13,00020.90,-0006.45
-0075.37,-0035.58,00021.03,00006.19
-0076.15,-0035.81,00020.71,-0014.53
-0076.87,-0032.73,00020.20,-0023.03
-0077.70,-0038.13,00019.85,-0016.52
-0078.62,-0042.40,00019.45,-0018.31
-0079.58,-0044.00,00018.98,-0021.62
-0080.46,-0040.23,00018.68,-0013.58
-0081.47,-0046.05,00018.56,-0005.53
-0082.39,-0042.34,00018.49,-0003.28
-0083.32,-0042.11,00018.54,00002.49
-0084.12,-0035.05,00018.57,00001.08
-0084.94,-0037.47,00018.10,-0021.21
-0085.76,-0037.63,00017.43,-0030.68
-0086.75,-0044.46,00016.94,-0022.20
-0087.72,-0044.52,00016.41,-0024.05
-0088.61,-0039.62,00016.10,-0014.18
-0089.39,-0035.56,00015.94,-0007.27
-0090.08,-0031.16,00015.89,-0002.02
-0090.83,-0034.27,00015.88,-0000.54
-0091.33,-0022.52,00015.35,-0023.85
-0091.95,-0028.43,00015.01,-0015.37
-0092.58,-0027.88,00014.58,-0019.34
-0093.20,-0028.71,00014.14,-0020.39
-0093.66,-0020.75,00013.66,-0021.66
-0094.31,-0029.36,00013.16,-0022.57
-0095.02,-0031.38,00012.56,-0026.39
-0095.73,-0030.41,00011.81,-0032.27
-0096.51,-0035.57,00011.14,-0030.49
-0097.32,-0036.83,00010.31,-0037.84
-0098.07,-0034.74,00009.72,-0026.96
-0098.82,-0033.39,00009.01,-0032.18
-0099.59,-0035.10,00008.38,-0028.79
-0100.21,-0028.19,00007.76,-0028.07
-0100.80,-0026.90,00007.20,-0025.47
-0101.39,-0026.79,00006.83,-0016.59
-0101.91,-0023.99,00006.76,-0003.36
-0102.33,-0018.77,00007.00,00010.97
-0102.78,-0020.50,00007.49,00022.17
-0103.26,-0021.58,00007.95,00020.97
-0103.70,-0019.98,00008.36,00018.23
-0104.16,-0020.89,00008.69,00015.00
-0104.63,-0021.68,00008.92,00010.47
-0105.03,-0017.66,00008.96,00001.89
-0105.36,-0015.38,00008.94,-0000.88
-0105.64,-0012.35,00008.99,00002.15
-0105.86,-0010.08,00008.98,-0000.36
-0105.94,-0003.66,00008.88,-0004.63
-0105.90,00001.80,00008.74,-0006.44
-0105.78,00005.30,00008.58,-0006.92
-0105.55,00010.35,00008.40,-0008.18
-0105.19,00016.74,00008.02,-0017.66
-0104.69,00022.36,00007.52,-0022.46
-0104.11,00025.70,00007.06,-0020.10
-0103.44,00030.28,00006.58,-0021.71
-0102.75,00031.63,00006.04,-0025.13
-0102.00,00033.47,00005.40,-0028.54
-0101.25,00034.84,00004.74,-0030.50
-0100.42,00036.93,00004.06,-0030.30
-0099.65,00035.01,00003.42,-0029.09
-0098.93,00032.29,00002.79,-0028.27
-0098.24,00031.98,00002.14,-0030.15
-0097.49,00033.58,00001.58,-0025.16
-0096.69,00035.84,00001.28,-0013.47
-0095.90,00036.02,00001.05,-0010.15
-0095.13,00035.28,00000.90,-0007.22
-0094.35,00036.14,00001.09,00009.01
-0093.59,00034.16,00001.67,00025.97
-0092.81,00034.84,00002.34,00030.34
-0092.04,00034.60,00002.83,00021.99
-0091.37,00031.06,00003.33,00022.87
-0090.60,00034.70,00003.25,-0003.76
-0089.75,00039.22,00003.42,00008.13
-0088.99,00035.35,00003.61,00008.77
-0088.31,00031.11,00003.66,00002.27
-0087.68,00029.41,00003.75,00004.32
-0087.05,00028.24,00003.87,00005.34
-0086.48,00025.56,00003.90,00001.23
-0085.96,00023.53,00003.84,-0002.84
-0085.56,00017.91,00003.80,-0001.85
-0085.15,00019.11,00003.82,00001.09
-0084.63,00023.48,00003.82,-0000.21
-0084.06,00026.15,00003.60,-0009.97
-0083.48,00026.84,00003.50,-0004.68
-0082.84,00029.50,00003.45,-0002.14
-0082.20,00029.66,00003.36,-0004.18
-0081.49,00031.71,00003.18,-0008.09
-0080.81,00031.35,00003.10,-0003.91
-0080.13,00030.80,00002.90,-0008.96
-0079.47,00030.57,00002.75,-0006.79
-0078.81,00029.62,00002.87,00005.18
-0078.17,00029.46,00003.18,00014.32
-0077.55,00027.77,00003.38,00009.14
-0076.99,00025.35,00003.63,00011.46
-0076.44,00024.88,00003.99,00015.99
-0075.86,00025.84,00004.28,00012.82
-0075.36,00022.81,00004.54,00012.13
-0074.89,00021.04,00004.84,00013.26
-0074.55,00015.32,00005.16,00014.72
-0074.20,00016.15,00005.50,00015.53
-0073.83,00016.81,00005.91,00018.20
-0073.49,00015.39,00006.23,00014.74
-0073.11,00017.05,00006.58,00015.74
-0072.72,00017.92,00006.97,00017.71
-0072.39,00015.09,00007.28,00014.56
-0072.09,00013.70,00007.61,00014.59
-0071.68,00018.24,00007.96,00015.81
-0071.24,00020.68,00008.28,00015.05
-0070.81,00019.18,00008.47,00008.44
